OrderID,OrderDate,CustomerID,CustomerName,Country
10731,1997-11-06,CHOPS,"Chop-suey Chinese",Switzerland
10746,1997-11-19,CHOPS,"Chop-suey Chinese",Switzerland
10966,1998-03-20,CHOPS,"Chop-suey Chinese",Switzerland
11029,1998-04-16,CHOPS,"Chop-suey Chinese",Switzerland
11041,1998-04-22,CHOPS,"Chop-suey Chinese",Switzerland
10290,1996-08-27,COMMI,"Comrcio Mineiro",Brazil
10466,1997-03-06,COMMI,"Comrcio Mineiro",Brazil
10494,1997-04-02,COMMI,"Comrcio Mineiro",Brazil
10969,1998-03-23,COMMI,"Comrcio Mineiro",Brazil
11042,1998-04-22,COMMI,"Comrcio Mineiro",Brazil
10435,1997-02-04,CONSH,"Consolidated Holdings",UK
10462,1997-03-03,CONSH,"Consolidated Holdings",UK
10848,1998-01-23,CONSH,"Consolidated Holdings",UK
10363,1996-11-26,DRACD,"Drachenblut Delikatessen",Germany
10391,1996-12-23,DRACD,"Drachenblut Delikatessen",Germany
10797,1997-12-25,DRACD,"Drachenblut Delikatessen",Germany
10825,1998-01-09,DRACD,"Drachenblut Delikatessen",Germany
11036,1998-04-20,DRACD,"Drachenblut Delikatessen",Germany
11067,1998-05-04,DRACD,"Drachenblut Delikatessen",Germany
10311,1996-09-20,DUMON,"Du monde entier",France
10609,1997-07-24,DUMON,"Du monde entier",France
10683,1997-09-26,DUMON,"Du monde entier",France
10890,1998-02-16,DUMON,"Du monde entier",France
10364,1996-11-26,EASTC,"Eastern Connection",UK
10400,1997-01-01,EASTC,"Eastern Connection",UK
10532,1997-05-09,EASTC,"Eastern Connection",UK
10726,1997-11-03,EASTC,"Eastern Connection",UK
10987,1998-03-31,EASTC,"Eastern Connection",UK
11024,1998-04-15,EASTC,"Eastern Connection",UK
11047,1998-04-24,EASTC,"Eastern Connection",UK
11056,1998-04-28,EASTC,"Eastern Connection",UK
10258,1996-07-17,ERNSH,"Ernst Handel",Austria
10263,1996-07-23,ERNSH,"Ernst Handel",Austria
10351,1996-11-11,ERNSH,"Ernst Handel",Austria
10368,1996-11-29,ERNSH,"Ernst Handel",Austria
10382,1996-12-13,ERNSH,"Ernst Handel",Austria
10390,1996-12-23,ERNSH,"Ernst Handel",Austria
10402,1997-01-02,ERNSH,"Ernst Handel",Austria
10403,1997-01-03,ERNSH,"Ernst Handel",Austria
10430,1997-01-30,ERNSH,"Ernst Handel",Austria
10442,1997-02-11,ERNSH,"Ernst Handel",Austria
10514,1997-04-22,ERNSH,"Ernst Handel",Austria
10571,1997-06-17,ERNSH,"Ernst Handel",Austria
10595,1997-07-10,ERNSH,"Ernst Handel",Austria
10633,1997-08-15,ERNSH,"Ernst Handel",Austria
10667,1997-09-12,ERNSH,"Ernst Handel",Austria
10698,1997-10-09,ERNSH,"Ernst Handel",Austria
10764,1997-12-03,ERNSH,"Ernst Handel",Austria
10771,1997-12-10,ERNSH,"Ernst Handel",Austria
10773,1997-12-11,ERNSH,"Ernst Handel",Austria
10776,1997-12-15,ERNSH,"Ernst Handel",Austria
10795,1997-12-24,ERNSH,"Ernst Handel",Austria
10836,1998-01-16,ERNSH,"Ernst Handel",Austria
10854,1998-01-27,ERNSH,"Ernst Handel",Austria
10895,1998-02-18,ERNSH,"Ernst Handel",Austria
10968,1998-03-23,ERNSH,"Ernst Handel",Austria
10979,1998-03-26,ERNSH,"Ernst Handel",Austria
10990,1998-04-01,ERNSH,"Ernst Handel",Austria
11008,1998-04-08,ERNSH,"Ernst Handel",Austria
11017,1998-04-13,ERNSH,"Ernst Handel",Austria
11072,1998-05-05,ERNSH,"Ernst Handel",Austria
10347,1996-11-06,FAMIA,"Familia Arquibaldo",Brazil
10386,1996-12-18,FAMIA,"Familia Arquibaldo",Brazil
10414,1997-01-14,FAMIA,"Familia Arquibaldo",Brazil
10512,1997-04-21,FAMIA,"Familia Arquibaldo",Brazil
10581,1997-06-26,FAMIA,"Familia Arquibaldo",Brazil
10650,1997-08-29,FAMIA,"Familia Arquibaldo",Brazil
10725,1997-10-31,FAMIA,"Familia Arquibaldo",Brazil
10408,1997-01-08,FOLIG,"Folies gourmandes",France
10480,1997-03-20,FOLIG,"Folies gourmandes",France
10634,1997-08-15,FOLIG,"Folies gourmandes",France
10763,1997-12-03,FOLIG,"Folies gourmandes",France
10789,1997-12-22,FOLIG,"Folies gourmandes",France
10264,1996-07-24,FOLKO,"Folk och f HB",Sweden
10327,1996-10-11,FOLKO,"Folk och f HB",Sweden
10378,1996-12-10,FOLKO,"Folk och f HB",Sweden
10434,1997-02-03,FOLKO,"Folk och f HB",Sweden
10460,1997-02-28,FOLKO,"Folk och f HB",Sweden
10533,1997-05-12,FOLKO,"Folk och f HB",Sweden
10561,1997-06-06,FOLKO,"Folk och f HB",Sweden
10703,1997-10-14,FOLKO,"Folk och f HB",Sweden
10762,1997-12-02,FOLKO,"Folk och f HB",Sweden
10774,1997-12-11,FOLKO,"Folk och f HB",Sweden
10824,1998-01-09,FOLKO,"Folk och f HB",Sweden
10880,1998-02-10,FOLKO,"Folk och f HB",Sweden
10902,1998-02-23,FOLKO,"Folk och f HB",Sweden
10955,1998-03-17,FOLKO,"Folk och f HB",Sweden
10977,1998-03-26,FOLKO,"Folk och f HB",Sweden
10980,1998-03-27,FOLKO,"Folk och f HB",Sweden
10993,1998-04-01,FOLKO,"Folk och f HB",Sweden
11001,1998-04-06,FOLKO,"Folk och f HB",Sweden
11050,1998-04-27,FOLKO,"Folk och f HB",Sweden
10267,1996-07-29,FRANK,Frankenversand,Germany
10337,1996-10-24,FRANK,Frankenversand,Germany
10342,1996-10-30,FRANK,Frankenversand,Germany
10396,1996-12-27,FRANK,Frankenversand,Germany
10488,1997-03-27,FRANK,Frankenversand,Germany
10560,1997-06-06,FRANK,Frankenversand,Germany
10623,1997-08-07,FRANK,Frankenversand,Germany
10653,1997-09-02,FRANK,Frankenversand,Germany
10670,1997-09-16,FRANK,Frankenversand,Germany
10675,1997-09-19,FRANK,Frankenversand,Germany
10717,1997-10-24,FRANK,Frankenversand,Germany
10791,1997-12-23,FRANK,Frankenversand,Germany
10859,1998-01-29,FRANK,Frankenversand,Germany
10929,1998-03-05,FRANK,Frankenversand,Germany
11012,1998-04-09,FRANK,Frankenversand,Germany
10671,1997-09-17,FRANR,"France restauration",France
10860,1998-01-29,FRANR,"France restauration",France
10971,1998-03-24,FRANR,"France restauration",France
10422,1997-01-22,FRANS,"Franchi S.p.A.",Italy
10710,1997-10-20,FRANS,"Franchi S.p.A.",Italy
10753,1997-11-25,FRANS,"Franchi S.p.A.",Italy
10807,1997-12-31,FRANS,"Franchi S.p.A.",Italy
11026,1998-04-15,FRANS,"Franchi S.p.A.",Italy
11060,1998-04-30,FRANS,"Franchi S.p.A.",Italy
10328,1996-10-14,FURIB,"Furia Bacalhau e Frutos do Mar",Portugal
10352,1996-11-12,FURIB,"Furia Bacalhau e Frutos do Mar",Portugal
10464,1997-03-04,FURIB,"Furia Bacalhau e Frutos do Mar",Portugal
10491,1997-03-31,FURIB,"Furia Bacalhau e Frutos do Mar",Portugal
10551,1997-05-28,FURIB,"Furia Bacalhau e Frutos do Mar",Portugal
10604,1997-07-18,FURIB,"Furia Bacalhau e Frutos do Mar",Portugal
10664,1997-09-10,FURIB,"Furia Bacalhau e Frutos do Mar",Portugal
10963,1998-03-19,FURIB,"Furia Bacalhau e Frutos do Mar",Portugal
10366,1996-11-28,GALED,"Galera del gastrnomo",Spain
10426,1997-01-27,GALED,"Galera del gastrnomo",Spain
10568,1997-06-13,GALED,"Galera del gastrnomo",Spain
10887,1998-02-13,GALED,"Galera del gastrnomo",Spain
10928,1998-03-05,GALED,"Galera del gastrnomo",Spain
10303,1996-09-11,GODOS,"Godos Cocina Tpica",Spain
10550,1997-05-28,GODOS,"Godos Cocina Tpica",Spain
10629,1997-08-12,GODOS,"Godos Cocina Tpica",Spain
10872,1998-02-05,GODOS,"Godos Cocina Tpica",Spain
10874,1998-02-06,GODOS,"Godos Cocina Tpica",Spain
10888,1998-02-16,GODOS,"Godos Cocina Tpica",Spain
10911,1998-02-26,GODOS,"Godos Cocina Tpica",Spain
10948,1998-03-13,GODOS,"Godos Cocina Tpica",Spain
11009,1998-04-08,GODOS,"Godos Cocina Tpica",Spain
11037,1998-04-21,GODOS,"Godos Cocina Tpica",Spain
10423,1997-01-23,GOURL,"Gourmet Lanchonetes",Brazil
10652,1997-09-01,GOURL,"Gourmet Lanchonetes",Brazil
10685,1997-09-29,GOURL,"Gourmet Lanchonetes",Brazil
10709,1997-10-17,GOURL,"Gourmet Lanchonetes",Brazil
10734,1997-11-07,GOURL,"Gourmet Lanchonetes",Brazil
10777,1997-12-15,GOURL,"Gourmet Lanchonetes",Brazil
10790,1997-12-22,GOURL,"Gourmet Lanchonetes",Brazil
10959,1998-03-18,GOURL,"Gourmet Lanchonetes",Brazil
11049,1998-04-24,GOURL,"Gourmet Lanchonetes",Brazil
10528,1997-05-06,GREAL,"Great Lakes Food Market",USA
10589,1997-07-04,GREAL,"Great Lakes Food Market",USA
10616,1997-07-31,GREAL,"Great Lakes Food Market",USA
10617,1997-07-31,GREAL,"Great Lakes Food Market",USA
10656,1997-09-04,GREAL,"Great Lakes Food Market",USA
10681,1997-09-25,GREAL,"Great Lakes Food Market",USA
10816,1998-01-06,GREAL,"Great Lakes Food Market",USA
10936,1998-03-09,GREAL,"Great Lakes Food Market",USA
11006,1998-04-07,GREAL,"Great Lakes Food Market",USA
11040,1998-04-22,GREAL,"Great Lakes Food Market",USA
11061,1998-04-30,GREAL,"Great Lakes Food Market",USA
10268,1996-07-30,GROSR,GROSELLA-Restaurante,Venezuela
10785,1997-12-18,GROSR,GROSELLA-Restaurante,Venezuela
10250,1996-07-08,HANAR,"Hanari Carnes",Brazil
10253,1996-07-10,HANAR,"Hanari Carnes",Brazil
10541,1997-05-19,HANAR,"Hanari Carnes",Brazil
10645,1997-08-26,HANAR,"Hanari Carnes",Brazil
10690,1997-10-02,HANAR,"Hanari Carnes",Brazil
10770,1997-12-09,HANAR,"Hanari Carnes",Brazil
10783,1997-12-18,HANAR,"Hanari Carnes",Brazil
10886,1998-02-13,HANAR,"Hanari Carnes",Brazil
10903,1998-02-24,HANAR,"Hanari Carnes",Brazil
10922,1998-03-03,HANAR,"Hanari Carnes",Brazil
10925,1998-03-04,HANAR,"Hanari Carnes",Brazil
10981,1998-03-27,HANAR,"Hanari Carnes",Brazil
11022,1998-04-14,HANAR,"Hanari Carnes",Brazil
11052,1998-04-27,HANAR,"Hanari Carnes",Brazil
10257,1996-07-16,HILAA,HILARION-Abastos,Venezuela
10395,1996-12-26,HILAA,HILARION-Abastos,Venezuela
10476,1997-03-17,HILAA,HILARION-Abastos,Venezuela
10486,1997-03-26,HILAA,HILARION-Abastos,Venezuela
10490,1997-03-31,HILAA,HILARION-Abastos,Venezuela
10498,1997-04-07,HILAA,HILARION-Abastos,Venezuela
10552,1997-05-29,HILAA,HILARION-Abastos,Venezuela
10601,1997-07-16,HILAA,HILARION-Abastos,Venezuela
10613,1997-07-29,HILAA,HILARION-Abastos,Venezuela
10641,1997-08-22,HILAA,HILARION-Abastos,Venezuela
10705,1997-10-15,HILAA,HILARION-Abastos,Venezuela
10796,1997-12-25,HILAA,HILARION-Abastos,Venezuela
10863,1998-02-02,HILAA,HILARION-Abastos,Venezuela
10901,1998-02-23,HILAA,HILARION-Abastos,Venezuela
10957,1998-03-18,HILAA,HILARION-Abastos,Venezuela
10960,1998-03-19,HILAA,HILARION-Abastos,Venezuela
10976,1998-03-25,HILAA,HILARION-Abastos,Venezuela
11055,1998-04-28,HILAA,HILARION-Abastos,Venezuela
10375,1996-12-06,HUNGC,"Hungry Coyote Import Store",USA
10394,1996-12-25,HUNGC,"Hungry Coyote Import Store",USA
10415,1997-01-15,HUNGC,"Hungry Coyote Import Store",USA
10600,1997-07-16,HUNGC,"Hungry Coyote Import Store",USA
10660,1997-09-08,HUNGC,"Hungry Coyote Import Store",USA
10298,1996-09-05,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10309,1996-09-19,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10335,1996-10-22,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10373,1996-12-05,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10380,1996-12-12,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10429,1997-01-29,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10503,1997-04-11,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10516,1997-04-24,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10567,1997-06-12,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10646,1997-08-27,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10661,1997-09-09,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10687,1997-09-30,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10701,1997-10-13,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10712,1997-10-21,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10736,1997-11-11,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10897,1998-02-19,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10912,1998-02-26,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10985,1998-03-30,HUNGO,"Hungry Owl All-Night Grocers",Ireland
11063,1998-04-30,HUNGO,"Hungry Owl All-Night Grocers",Ireland
10315,1996-09-26,ISLAT,"Island Trading",UK
10318,1996-10-01,ISLAT,"Island Trading",UK
10321,1996-10-03,ISLAT,"Island Trading",UK
10473,1997-03-13,ISLAT,"Island Trading",UK
10621,1997-08-05,ISLAT,"Island Trading",UK
10674,1997-09-18,ISLAT,"Island Trading",UK
10749,1997-11-20,ISLAT,"Island Trading",UK
10798,1997-12-26,ISLAT,"Island Trading",UK
10829,1998-01-13,ISLAT,"Island Trading",UK
10933,1998-03-06,ISLAT,"Island Trading",UK
10323,1996-10-07,KOENE,"Kniglich Essen",Germany
10325,1996-10-09,KOENE,"Kniglich Essen",Germany
10456,1997-02-25,KOENE,"Kniglich Essen",Germany
10457,1997-02-25,KOENE,"Kniglich Essen",Germany
10468,1997-03-07,KOENE,"Kniglich Essen",Germany
10506,1997-04-15,KOENE,"Kniglich Essen",Germany
10542,1997-05-20,KOENE,"Kniglich Essen",Germany
10630,1997-08-13,KOENE,"Kniglich Essen",Germany
10718,1997-10-27,KOENE,"Kniglich Essen",Germany
10799,1997-12-26,KOENE,"Kniglich Essen",Germany
10817,1998-01-06,KOENE,"Kniglich Essen",Germany
10849,1998-01-23,KOENE,"Kniglich Essen",Germany
10893,1998-02-18,KOENE,"Kniglich Essen",Germany
11028,1998-04-16,KOENE,"Kniglich Essen",Germany
10858,1998-01-29,LACOR,"La corne d'abondance",France
10927,1998-03-05,LACOR,"La corne d'abondance",France
10972,1998-03-24,LACOR,"La corne d'abondance",France
10973,1998-03-24,LACOR,"La corne d'abondance",France
10350,1996-11-11,LAMAI,"La maison d'Asie",France
10358,1996-11-20,LAMAI,"La maison d'Asie",France
10371,1996-12-03,LAMAI,"La maison d'Asie",France
10413,1997-01-14,LAMAI,"La maison d'Asie",France
10425,1997-01-24,LAMAI,"La maison d'Asie",France
10454,1997-02-21,LAMAI,"La maison d'Asie",France
10493,1997-04-02,LAMAI,"La maison d'Asie",France
10500,1997-04-09,LAMAI,"La maison d'Asie",France
10610,1997-07-25,LAMAI,"La maison d'Asie",France
10631,1997-08-14,LAMAI,"La maison d'Asie",France
10787,1997-12-19,LAMAI,"La maison d'Asie",France
10832,1998-01-14,LAMAI,"La maison d'Asie",France
10923,1998-03-03,LAMAI,"La maison d'Asie",France
11051,1998-04-27,LAMAI,"La maison d'Asie",France
10495,1997-04-03,LAUGB,"Laughing Bacchus Wine Cellars",Canada
10620,1997-08-05,LAUGB,"Laughing Bacchus Wine Cellars",Canada
10810,1998-01-01,LAUGB,"Laughing Bacchus Wine Cellars",Canada
10482,1997-03-21,LAZYK,"Lazy K Kountry Store",USA
10545,1997-05-22,LAZYK,"Lazy K Kountry Store",USA
10279,1996-08-13,LEHMS,"Lehmanns Marktstand",Germany
10284,1996-08-19,LEHMS,"Lehmanns Marktstand",Germany
10343,1996-10-31,LEHMS,"Lehmanns Marktstand",Germany
10497,1997-04-04,LEHMS,"Lehmanns Marktstand",Germany
10522,1997-04-30,LEHMS,"Lehmanns Marktstand",Germany
10534,1997-05-12,LEHMS,"Lehmanns Marktstand",Germany
10536,1997-05-14,LEHMS,"Lehmanns Marktstand",Germany
10557,1997-06-03,LEHMS,"Lehmanns Marktstand",Germany
10592,1997-07-08,LEHMS,"Lehmanns Marktstand",Germany
10593,1997-07-09,LEHMS,"Lehmanns Marktstand",Germany
10772,1997-12-10,LEHMS,"Lehmanns Marktstand",Germany
10862,1998-01-30,LEHMS,"Lehmanns Marktstand",Germany
10891,1998-02-17,LEHMS,"Lehmanns Marktstand",Germany
10934,1998-03-09,LEHMS,"Lehmanns Marktstand",Germany
11070,1998-05-05,LEHMS,"Lehmanns Marktstand",Germany
10579,1997-06-25,LETSS,"Let's Stop N Shop",USA
10719,1997-10-27,LETSS,"Let's Stop N Shop",USA
10735,1997-11-10,LETSS,"Let's Stop N Shop",USA
10884,1998-02-12,LETSS,"Let's Stop N Shop",USA
10283,1996-08-16,LILAS,LILA-Supermercado,Venezuela
10296,1996-09-03,LILAS,LILA-Supermercado,Venezuela
10330,1996-10-16,LILAS,LILA-Supermercado,Venezuela
10357,1996-11-19,LILAS,LILA-Supermercado,Venezuela
10381,1996-12-12,LILAS,LILA-Supermercado,Venezuela
10461,1997-02-28,LILAS,LILA-Supermercado,Venezuela
10499,1997-04-08,LILAS,LILA-Supermercado,Venezuela
10543,1997-05-21,LILAS,LILA-Supermercado,Venezuela
10780,1997-12-16,LILAS,LILA-Supermercado,Venezuela
10823,1998-01-09,LILAS,LILA-Supermercado,Venezuela
10899,1998-02-20,LILAS,LILA-Supermercado,Venezuela
10997,1998-04-03,LILAS,LILA-Supermercado,Venezuela
11065,1998-05-01,LILAS,LILA-Supermercado,Venezuela
11071,1998-05-05,LILAS,LILA-Supermercado,Venezuela
10405,1997-01-06,LINOD,LINO-Delicateses,Venezuela
10485,1997-03-25,LINOD,LINO-Delicateses,Venezuela
10638,1997-08-20,LINOD,LINO-Delicateses,Venezuela
10697,1997-10-08,LINOD,LINO-Delicateses,Venezuela
10729,1997-11-04,LINOD,LINO-Delicateses,Venezuela
10811,1998-01-02,LINOD,LINO-Delicateses,Venezuela
10838,1998-01-19,LINOD,LINO-Delicateses,Venezuela
10840,1998-01-19,LINOD,LINO-Delicateses,Venezuela
10919,1998-03-02,LINOD,LINO-Delicateses,Venezuela
10954,1998-03-17,LINOD,LINO-Delicateses,Venezuela
11014,1998-04-10,LINOD,LINO-Delicateses,Venezuela
11039,1998-04-21,LINOD,LINO-Delicateses,Venezuela
10307,1996-09-17,LONEP,"Lonesome Pine Restaurant",USA
10317,1996-09-30,LONEP,"Lonesome Pine Restaurant",USA
10544,1997-05-21,LONEP,"Lonesome Pine Restaurant",USA
10662,1997-09-09,LONEP,"Lonesome Pine Restaurant",USA
10665,1997-09-11,LONEP,"Lonesome Pine Restaurant",USA
10867,1998-02-03,LONEP,"Lonesome Pine Restaurant",USA
10883,1998-02-12,LONEP,"Lonesome Pine Restaurant",USA
11018,1998-04-13,LONEP,"Lonesome Pine Restaurant",USA
10275,1996-08-07,MAGAA,"Magazzini Alimentari Riuniti",Italy
10300,1996-09-09,MAGAA,"Magazzini Alimentari Riuniti",Italy
10404,1997-01-03,MAGAA,"Magazzini Alimentari Riuniti",Italy
10467,1997-03-06,MAGAA,"Magazzini Alimentari Riuniti",Italy
10635,1997-08-18,MAGAA,"Magazzini Alimentari Riuniti",Italy
10754,1997-11-25,MAGAA,"Magazzini Alimentari Riuniti",Italy
10784,1997-12-18,MAGAA,"Magazzini Alimentari Riuniti",Italy
10818,1998-01-07,MAGAA,"Magazzini Alimentari Riuniti",Italy
10939,1998-03-10,MAGAA,"Magazzini Alimentari Riuniti",Italy
10950,1998-03-16,MAGAA,"Magazzini Alimentari Riuniti",Italy
10529,1997-05-07,MAISD,"Maison Dewey",Belgium
10649,1997-08-28,MAISD,"Maison Dewey",Belgium
10760,1997-12-01,MAISD,"Maison Dewey",Belgium
10892,1998-02-17,MAISD,"Maison Dewey",Belgium
